"id","codigo_cum","codigo_atc","codigo_tip","clase_prod","clase_apli","nombre_far","nombre_gen","presentacion","unidad_med","unidad_int","concentrac","via_admini","referencia","reg_invima","valor_cost","valor_coiv","valor_vent","codtip_ser","porce_iva","porce_incr","saldo_actu","idcod_cent","realizar_m","estado_act"
"438","D06BA01","D06BA01","1","1","1","SULFADIAZINA DE PLATA 1% CREMA X 30G","SULFADIAZINA DE PLATA 1% CREMA X 30G","CREMA","%/G",,"1% EN 30 G",,,,"1590","0","1781","0","0","12","4","0",,
"439","19989961-01","N05AH02","1","1","1","CLOZAPINA 25MG  TABLETA","CLOZAPINA 25MG  TABLETA","TABLETA","MG",,"25",,,,"49","0","55","0","0","12","2064","0",,
"440","20054213-05","N05AX08.","1","1","1","RISPERIDONA 2 MG TABLETA","RISPERIDONA X2MG (HUMAX) TABLETA","TABLETA","MG",,"2",,,,"168","0","188","0","0","12","1621","0",,
"441","19989457-05","N05AX08.","1","1","1","RISPERIDONA 1 MG TABLETA","RISPERIDONA X1MG (BIOGEN) TABLETA","TABLETA","MG",,"1",,,,"148","0","166","0","0","12","1127","0",,
"442","N02BE71","N02BE71","1","1","1","ACETAMINOFEN + CODEINA 325/30MG TABLETA","ACETAMINOFEN + CODEINA 325/30MG TABLETA","TAB","MG",,"325/30",,,,"0","0","0","0","0","12","0","0",,
"443","N02BE01","N02BE01","1","1","1","*ACETAMINOFEN 100 MG/5ML JARABE","*ACETAMINOFEN 100 MG/5ML JARABE","JBE","MG",,"100",,,,"949","0","1063","0","0","12","0","0",,"A"
"444","00046507-01","N03AG01","1","1","1","ACIDO VALPROICO 250MG/5ML JARABE X 120ML","ACIDO VALPROICO 250MG/5ML JARABE X 120ML","JARABE","MG/ML",,"250MG/5ML",,,,"2800","0","4744","0","0","12","48","0",,
"445",,,"3","3","1","ADAPTADOR NIPLE","ADAPTADOR NIPLE",,"UNIDAD",,,,,,"959","0","1074","0","0","12","3","0",,
"446","V07ABX1","V07ABX1","1","1","1","AGUA ESTÉRIL PARA INYECCIÓN X 5ML","AGUA ESTÉRIL PARA INYECCIÓN X 5ML","INYECTABLE","ML",,"5",,,,"430","0","482","0","0","12","8","0",,
"447","P02CA03","P02CA03","1","1","1","ALBENDAZOL 100MG/5ML SUSPENSIÓN X 20ML","ALBENDAZOL 100MG/5ML SUSPENSIÓN X 20ML","SUSPENSION","MG/ML",,"100MG/5ML",,,,"1073","0","1202","0","0","12","5","0",,
"448",,,"3","3","1","ALCOHOL GLICERINADO","ALCOHOL GLICERINADO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"449",,,"3","3","1","ALCOHOL ANTISEPTICO","ALCOHOL ANTISEPTICO",,"UNIDAD",,,,,,"4101","0","4593","0","0","12","44","0",,
"450",,,"3","3","1","ALGODON","ALGODON",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"451","M04AA01","M04AA01","1","1","1","ALOPURINOL 100 MG TABLETA","ALOPURINOL 100 MG TABLETA","TAB","MG",,"100",,,,"0","0","0","0","0","12","0","0",,
"452","M04AA01","M04AA01","1","1","1","ALOPURINOL 300MG TABLETA","ALOPURINOL 300MG TABLETA","TABLETA","MG",,"300",,,,"168","0","188","0","0","12","30","0",,
"453","N05BA12","N05BA12","1","1","1","ALPRAZOLAM 0.5MG TABLETA","ALPRAZOLAM 0.5MG TABLETA","TABLETA","MG",,"0.5",,,,"46","0","52","0","0","12","120","0",,
"454","C01BD01","C01BD01","1","1","1","AMIODARONA 150 MG POLVO INY","AMIODARONA 150 MG POLVO INY","INY","MG",,"150",,,,"0","0","0","0","0","12","0","0",,
"455","C01BD01","C01BD01","1","1","1","AMIODARONA 200 MG TABLETA","AMIODARONA 200 MG TABLETA","TABLETA","MG",,"200",,,,"215","0","241","0","0","12","24","0",,
"456","J01CA04","J01CA04","1","1","1","AMOXICILINA 125MG/5ML SUSPENSION X 45ML","AMOXICILINA 125MG/5ML SUSPENSION X 45ML","SUSPENSION","MG",,"125MG/5ML",,,,"2463","0","2759","0","0","12","10","0",,
"457","J01CA01","J01CA01","1","1","1","AMPICILINA 250MG SUSPENSION","AMPICILINA 250MG SUSPENSION","SUSP","MG",,"250",,,,"0","0","0","0","0","12","0","0",,
"458",,,"3","3","1","APLICADORES DE MADERA X 20","APLICADORES DE MADERA X 20",,"UNIDAD",,,,,,"40","0","45","1","0","12","55","0",,
"459","N05AX12","N05AX12","1","1","1","ARIPIPRAZOL 15MG TABLETA","ARIPIPRAZOL 15MG TABLETA","TABLETA","MG",,"15",,,,"4000","0","4237","0","0","12","77","0",,
"460","19959380-05","C10AA05","1","1","1","ATORVASTATINA 40MG TABLETA","ATORVASTATINA 40MG TABLETA","TABLETA","MG",,"40",,,,"117","0","131","0","0","12","276","0",,
"461","R01AX03","R01AX03","1","1","1","ATROVENT INHALADOR","ATROVENT INHALADOR","INH","MG",,,,,,"0","0","0","0","0","12","0","0",,
"462",,,"3","3","1","BATA PACIENTE","BATA PACIENTE",,"UNIDAD",,,,,,"3582","0","4012","1","0","12","40","0",,
"463","R01AD01","R01AD01","1","1","1","BECLOMETASONA 50MCG/DOSIS INH","BECLOMETASONA 50MCG/DOSIS INH","INH","MG",,"50",,,,"0","0","0","0","0","12","0","0",,
"464","H02AB01","H02AB01","1","1","1","BETAMETASONA 4MG/ML AMPOLLA","BETAMETASONA 4MG/ML AMPOLLA","INY","MG",,"4",,,,"0","0","0","0","0","12","0","0",,
"465","H02AB01","H02AB01","1","1","1","BETAMETASONA FOSF.ACET 3+3 MG/ML","BETAMETASONA FOSF.ACET 3+3 MG/ML","INY","MG",,"3",,,,"0","0","0","0","0","12","0","0",,
"466","N04AA02","N04AA02","1","1","1","BIPERIDENO HCL 5MG/ML SOLUCION INYECTABLE","BIPERIDENO HCL 5MG/ML SOLUCION INYECTABLE","SOLUCION INYECTABLE","MG/ML",,"5MG/ML",,,,"7475","0","8372","0","0","12","20","0",,
"467",,,"3","3","1","BOLSA AUTOINFLABLE (AMBU) ADULTO","BOLSA AUTOINFLABLE (AMBU) ADULTO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"468",,,"3","3","1","BOLSA AUTOINFLABLE (AMBU) PEDIATRICO","BOLSA AUTOINFLABLE (AMBU) PEDIATRICO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"469",,,"3","3","1","BOLSA DE DRENAJE URINARIO (CISTOFLO) ADULTO","BOLSA DE DRENAJE URINARIO (CISTOFLO) ADULTO",,"UNIDAD",,,,,,"9312","0","10429","0","0","12","2","0",,
"470",,,"3","3","1","BOLSA DE DRENAJE URINARIO (CISTOFLO) PEDIATRICO","BOLSA DE DRENAJE URINARIO (CISTOFLO) PEDIATRICO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"471",,,"3","3","1","BOLSA DE RE INHALACION (JACKSON) ADULTO","BOLSA DE RE INHALACION (JACKSON) ADULTO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"472",,,"3","3","1","BOLSA DE RE INHALACION (JACKSON) PEDIATRICA","BOLSA DE RE INHALACION (JACKSON) PEDIATRICA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"473",,,"3","3","1","CAJA TIRILLAS X 50 UNIDADES","CAJA TIRILLAS X 50 UNIDADES",,"UNIDAD",,,,,,"32500","0","36400","0","0","12","0","0",,
"474","A12AA20","A12AA20","1","1","1","CALCIO + VITAMINA D TABLETA","CALCIO + VITAMINA D TABLETA","TAB","MG",,,,,,"0","0","0","0","0","12","54","0",,
"475",,,"1","2","1","CARBONATO DE CALCIO 600MG TABLETA","CARBONATO DE CALCIO 600MG TABLETA","TABLETA","MG",,"600",,,,"72","0","81","0","0","12","196","0",,
"476","A11CC04","A11CC04","1","1","1","CALCITRIOL 0.25 MG TABLETA","CALCITRIOL 0.25 MG  TABLETA","TABLETA","MG",,"0.25",,,,"119","0","133","0","0","12","84","0",,
"477",,,"3","3","1","CANULA DE GUEDEL MEDIANA","CANULA DE GUEDEL MEDIANA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"478",,,"3","3","1","CANULA DE GUEDEL PEQUEÑA","CANULA DE GUEDEL PEQUEÑA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"479",,,"3","3","1","CANULA NASAL ADULTO","CANULA NASAL ADULTO",,"UNIDAD",,,,,,"2500","0","2800","0","0","12","6","0",,
"480",,,"3","3","1","CANULA NASAL PEDIATRICA","CANULA NASAL PEDIATRICA",,"UNIDAD",,,,,,"1274","0","1427","0","0","12","3","0",,
"481","C09AA01","C09AA01","1","1","1","CAPTOPRIL 50MG TABLETA","CAPTOPRIL 50MG TABLETA","TAB","MG",,"50",,,,"0","0","0","0","0","12","0","0",,
"482","N03AF01","N03AF01","1","1","1","CARBAMAZEPINA 100MG/5ML SUSPENSION X 120ML","CARBAMAZEPINA 100MG/5ML SUSPENSION X 120ML","SUSPENSION","MG/ML",,"100MG/5ML",,,,"3313","0","3711","0","0","12","14","0",,
"483","N03AF01","N03AF01","1","1","1","CARBAMAZEPINA 400MG TABLETA","CARBAMAZEPINA 400MG TABLETA","TAB","MG",,"400",,,,"286","0","320","0","0","12","0","0",,
"484","N04BA02","N04BA02","1","1","1","CARBIDOPA LEVODOPA 25/250MG TABLETA","CARBIDOPA LEVODOPA 25/250MG TABLETA","TABLETA","MG",,"25/250",,,,"318","0","356","0","0","12","30","0",,
"485","C07AG02","C07AG02","1","1","1","CARVEDILOL 6.25MG TABLETA","CARVEDILOL 6.25MG TABLETA","TABLETA","MG",,"6.25",,,,"546","0","612","0","0","12","26","0",,
"486",,,"3","3","1","CATETER INTRAVENOSO # 16","CATETER INTRAVENOSO # 16",,"UNIDAD",,,,,,"2336","0","2616","0","0","12","7","0",,
"487",,,"3","3","1","CATETER INTRAVENOSO # 18","CATETER INTRAVENOSO # 18",,"UNIDAD",,,,,,"962","0","1077","0","0","12","13","0",,
"488","A200017885",,"3","3","1","CATETER INTRAVENOSO # 20","CATETER INTRAVENOSO # 20",,"UNIDAD",,,,,,"2404","0","2692","0","0","12","8","0",,
"489",,,"3","3","1","CATETER INTRAVENOSO # 22","CATETER INTRAVENOSO # 22",,"UNIDAD",,,,,,"1800","0","2016","0","0","12","11","0",,
"490",,,"3","3","1","CATETER INTRAVENOSO # 24","CATETER INTRAVENOSO # 24",,"UNIDAD",,,,,,"2401","0","2689","0","0","12","4","0",,
"491","J01DB01","J01DB01","1","1","1","CEFALEXINA 250MG/5ML SUSPENSIÓN X 60ML","CEFALEXINA 250MG/5ML SUSPENSIÓN X 60ML","SUSPENSION","MG/ML",,"250MG/5ML",,,,"3725","0","4172","0","0","12","8","0",,
"492","J01DB09","J01DB09","1","1","1","CEFRADINA 250MG TABLETA","CEFRADINA 250MG TABLETA","TAB","GR",,"250",,,,"0","0","0","0","0","12","0","0",,
"493","N03AE01","N03AE01","1","1","1","CLONAZEPAM 0.5 MG  TABLETA","CLONAZEPAM 0.5 MG  TABLETA","TABLETA","MG",,"0.5",,,,"67","0","75","0","0","12","32","0",,
"494",,,"1","0","1","CLOPIDOGREL 75MG TABLETA","CLOPIDOGREL 75MG TABLETA","TABLETA","MG",,"75",,,,"144","0","161","0","0","12","56","0",,
"495","R06AB04","R06AB04","1","1","1","CLORFENIRAMINA 2MG/5ML JARABE X 120ML","CLORFENIRAMINA 2MG/5ML JARABE X 120ML","JARABE","MG/ML",,"2MG/5ML",,,,"2606","0","2919","0","0","12","8","0",,
"496","D08AC02","D08AC02","1","1","1","CLORHEXIDINA SLN FRASCO 200ML","CLORHEXIDINA SLN FRASCO 200ML","JBE","ML",,,,,,"0","0","0","0","0","12","0","0",,
"497","B05XA01","B05XA01","1","1","1","CLORURO DE POTASIO 20MEQ/10ML SOLUCIÓN INYECTABLE","CLORURO DE POTASIO 20MEQ/10ML SOLUCIÓN INYECTABLE","SOLUCION INYECTABLE","MEQ/ML",,"20MEQ/10ML",,,,"444","0","497","0","0","12","20","0",,
"498","B05CB99","B05CB99","1","1","1","CLORURO DE SODIO 20MEQ/10ML SOLUCIÓN INYECTABLE","CLORURO DE SODIO 20MEQ/10ML SOLUCIÓN INYECTABLE","SOLUCION INYECTABLE","MQE/ML",,"20MEQ/10ML",,,,"444","0","497","0","0","12","20","0",,
"499","G01AF02","G01AF02","1","1","1","CLOTRIMAZOL 100MG OVULOS","CLOTRIMAZOL 100MG OVULOS","OVULOS","MG",,"100",,,,"114","0","128","0","0","12","30","0",,
"500","S01CA03","S01CA03","1","1","1","NEOMICINA+HIDROCORTISONA+COLISTINA 5MG+0,5MG+1,538","NEOMICINA+HIDROCORTISONA+COLISTINA 5MG+0,5MG+1,538","SOLUCION OTICA","MG/ML",,"5MG+0,5MG+1,538MG/ML",,,,"3940","0","4413","0","0","12","5","0",,
"501","S01CA02","S01CA02","1","1","1","CORTICO+NEOMICINA+POLIMIXINA GOTAS","CORTICO+NEOMICINA+POLIMIXINA GOTAS","GOTAS","MG",,,,,,"0","0","0","0","0","12","0","0",,
"502","S01GX01","S01GX01","1","1","1","CROMOGLICATO SODICO 2% GTS NASALES","CROMOGLICATO SODICO 2% GTS NASALES","GOTAS","%",,"2",,,,"0","0","0","0","0","12","0","0",,
"503","S01GX01","S01GX01","1","1","1","CROMOGLICATO SODICO 2% GTS OFTALMICO","CROMOGLICATO SODICO 2% GTS OFTALMICO","GOTAS","%",,"2",,,,"0","0","0","0","0","12","0","0",,
"504","S01GX01","S01GX01","1","1","1","CROMOGLICATO SODICO 4% GTS NASALES","CROMOGLICATO SODICO 4% GTS NASALES","GOTAS","%",,"4",,,,"0","0","0","0","0","12","0","0",,
"505","S01GX01","S01GX01","1","1","1","CROMOGLICATO SODICO 4% GTS OFTALMICO","CROMOGLICATO SODICO 4% GTS OFTALMICO","GOTAS","%",,"4",,,,"0","0","0","0","0","12","0","0",,
"506","D11AX98","D11AX98","1","1","1","CROTAMITON 10% LOCION","CROTAMITON 10% LOCION","FCO","%",,"10",,,,"0","0","0","0","0","12","0","0",,
"507","B05BA03","B05BA03","1","1","1","DEXTROSA AL 5% EN AGUDA DESTILADA","DEXTROSA AL 5% EN AGUDA DESTILADA","BOLSA","%",,,,,,"0","0","0","0","0","12","24","0",,
"508","N05BA01","N05BA01","1","1","1","DIAZEPAM 10MG/2ML SOLUCIÓN INYECTABLE","DIAZEPAM 10MG/2ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"10MG/2ML",,,,"2400","0","2688","0","0","12","10","0",,
"509","N05BA01","N05BA01","1","1","1","DIAZEPAM 5MG TABLETA","DIAZEPAM 5MG TABLETA","TAB","MG",,"5",,,,"0","0","0","0","0","12","0","0",,
"510","J01CF01","J01CF01","1","1","1","DICLOXACILINA 250MG/5ML SUSP X 80ML","DICLOXACILINA 250MG/5ML SUSP X 80ML","SUSPENSION","MG/ ML",,"250MG/5ML",,,,"0","0","0","0","0","12","2","0",,
"511","N07CA91","N07CA91","1","1","1","DIMENHIDRINATO 50MG TABLETA","DIMENHIDRINATO 50MG TABLETA","TABLETA","MG",,"50",,,,"112","0","125","0","0","12","88","0",,
"512","C01CA07","C01CA07","1","1","1","DOBUTAMINA 250MG/20ML SOLUCIÓN INYECTABLE","DOBUTAMINA 250MG/20ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"250MG/20ML",,,,"5106","0","5719","0","0","12","3","0",,
"513","C01CA04","C01CA04","1","1","1","DOPAMINA 200MG/5ML SOLUCIÓN INYECTABLE","DOPAMINA 200MG/5ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"200MG/5ML",,,,"1040","0","1165","0","0","12","4","0",,
"514","B01AB05","B01AB05","1","1","1","ENOXAPARINA 40MG/0.4ML SOLUCION INYECTABLE","ENOXAPARINA 40MG/0.4ML SOLUCION INYECTABLE","INYECTABLE","MG/ML",,"40MG/0.4ML",,,,"7248","0","8118","0","0","12","10","0",,
"515","B01AB05","B01AB05","1","1","1","ENOXAPARINA 60MG/0.6ML SOLUCIÓN INYECTABLE","ENOXAPARINA 60MG/0.6ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"60MG/0.6ML",,,,"12847","0","14389","0","0","12","10","0",,
"516","A20002469",,"3","3","1","EQUIPO VENOCLISIS MACROGOTERO","EQUIPO VENOCLISIS MACROGOTERO",,"UNIDAD",,,,,,"691","0","774","0","0","12","16","0",,
"517",,,"3","3","1","EQUIPO VENOCLISIS MICROGOTERO","EQUIPO VENOCLISIS MICROGOTERO",,"UNIDAD",,,,,,"871","0","976","0","0","12","3","0",,
"518","N02CA72","N02CA72","1","1","1","ERGOTAMINA+CAFEINA 1+100MG TABLETA","ERGOTAMINA+CAFEINA 1+100MG TABLETA","TAB","MG",,"100",,,,"0","0","0","0","0","12","0","0",,
"519","J01FA01","J01FA01","1","1","1","ERITROMICINA 500MG TABLETA","ERITROMICINA 500MG TABLETA","TAB","MG",,"500",,,,"600","0","672","0","0","12","0","0",,
"520","A02BC05","A02BC05","1","1","1","ESOMEPRAZOL 20 MG TABLETA","ESOMEPRAZOL 20 MG TABLETA","TAB","MG",,"20",,,,"135","0","151","0","0","12","15","0",,
"521","C03DA01","C03DA01","1","1","1","ESPIRONOLACTONA 100 MG TABLETA","ESPIRONOLACTONA 100 MG TABLETA","TABLETA","MG",,"100",,,,"146","0","164","0","0","12","60","0",,
"522","C03DA01","C03DA01","1","1","1","ESPIRONOLACTONA 25MG TABLETA","ESPIRONOLACTONA 25MG TABLETA","TABLETA","MG",,"25",,,,"114","0","128","0","0","12","60","0",,
"523","N03AB02","N03AB02","1","1","1","FENITOINA SODICA 100MG TABLETA","FENITOINA SODICA 100MG TABLETA","TAB","MG",,"100",,,,"0","0","0","0","0","12","0","0",,
"524","N03AA02","N03AA02","1","1","1","FENOBARBITAL 100MG TABLETA","FENOBARBITAL 100MG TABLETA","TAB","MG",,"100",,,,"0","0","0","0","0","12","0","0",,"A"
"525","N03AA02","N03AA02","1","1","1","FENOBARBITAL 10MG TABLETA","FENOBARBITAL 10MG TABLETA","TAB","MG",,"100",,,,"0","0","0","0","0","12","0","0",,"A"
"526","N03AA02","N03AA02","1","1","1","FENOBARBITAL 200MG/ML INY","FENOBARBITAL 200MG/ML INY","INY","MG",,"200",,,,"0","0","0","0","0","12","0","0",,"A"
"527","N03AA02","N03AA02","1","1","1","FENOBARBITAL 20MG/5ML ELIX","FENOBARBITAL 20MG/5ML ELIX","INY","MG",,"20",,,,"0","0","0","0","0","12","0","0",,"A"
"528","N03AA02","N03AA02","1","1","1","FENOBARBITAL 40MG/ML INY","FENOBARBITAL 40MG/ML INY","INY","MG",,"40",,,,"0","0","0","0","0","12","0","0",,"A"
"529","N01AH01","N01AH01","1","1","1","FENTANILO CITRATO 0.5MG/10ML SOLUCIÓN INYECTABLE","FENTANILO CITRATO 0.5MG/10ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"0.5MG/10ML",,,,"1272","0","1425","0","0","12","22","0",,
"530","J02AC01","J02AC01","1","1","1","FLUCONAZOL 200MG/100ML SLN INY","FLUCONAZOL 200MG/100ML SLN INY","INY","MG",,"200",,,,"0","0","0","0","0","12","0","0",,
"531","J02AC01","J02AC01","1","1","1","FLUCONAZOL 100MG/5ML SUSP ORAL","FLUCONAZOOL 100MG/5ML SUSP ORAL","SUSP","MG",,"100",,,,"0","0","0","0","0","12","0","0",,
"532","B03BB01","B03BB01","1","1","1","FOLICO ACIDO 1MG TABLETA","FOLICO ACIDO 1MG TABLETA","TAB","MG",,"1",,,,"0","0","0","0","0","12","0","0",,"A"
"533",,,"3","3","1","GASA ESTERIL 7.5CM X 7.5CM","GASA ESTERIL 7.5CM X 7.5CM",,"UNIDAD",,,,,,"350","0","392","1","0","12","48","0",,
"534","S01AA11","S01AA11","1","1","1","GENTAMICINA 0.3% UNGšENTO OFT","GENTAMICINA 0.3% UNGšENTO OFT","UNG","%",,"0.3",,,,"0","0","0","0","0","12","0","0",,
"535","D06AX07","D06AX07","1","1","1","GENTAMICINA 1% CREMA TOPICA","GENTAMICINA 1% CREMA TOPICA","CREMA","MG",,"1",,,,"0","0","0","0","0","12","0","0",,
"536","J01GB03","J01GB03","1","1","1","GENTAMICINA 120MG/2ML AMPOLLA","GENTAMICINA 120MG/2ML AMPOLLA","INY","MG",,"120",,,,"0","0","0","0","0","12","0","0",,
"537","S01AA11","S01AA11","1","1","1","GENTAMICINA 3MG/ML GOTAS OFTA","GENTAMICINA 3MG/ML GOTAS OFTA","GOTAS","MG",,"3",,,,"0","0","0","0","0","12","0","0",,
"538","J01GB03","J01GB03","1","1","1","GENTAMICINA 40MG/2ML AMPOLLA","GENTAMICINA 40MG/2ML AMPOLLA","INY","MG",,"40",,,,"0","0","0","0","0","12","0","0",,
"539","J01GB03","J01GB03","1","1","1","GENTAMICINA 80MG/2ML SOLUCIÓN INYECTABLE","GENTAMICINA 80MG/2ML SOLUCIÓN INYECTABLE","INYECTABLE","MG/ML",,"80MG/2ML",,,,"554","0","620","0","0","12","20","0",,
"540","A10BB01","A10BB01","1","1","1","GLIBENCLAMIDA 5MG TABLETA","GLIBENCLAMIDA 5MG TABLETA","TAB","MG",,"4",,,,"14","0","16","0","0","12","0","0",,
"541","A12AA20","A12AA20","1","1","1","GLUCONATO DE CALCIO 10%/10ML SOLUCIÓN INYECTABLE","GLUCONATO DE CALCIO 10%/10ML SOLUCIÓN INYECTABLE","INYECTABLE","%/ML",,"10%/10ML",,,,"945","0","1058","0","0","12","13","0",,
"542",,,"3","3","1","GORRO DESECHABLE","GORRO DESECHABLE",,"UNIDAD",,,,,,"159","0","178","0","0","12","50","0",,
"543",,,"3","3","1","GUANTES ESTERILES 6.5","GUANTES ESTERILES 6.5",,"UNIDAD",,,,,,"728","0","815","0","0","12","1","0",,
"544",,,"3","3","1","GUANTE DE EXAMEN DESECHABLE TALLA M","GUANTE DE EXAMEN DESECHABLE TALLA M","CAJA X 100","UNIDAD",,,,,,"16734","0","18742","1","0","12","0","0",,
"545",,,"1","3","1","GUIA METALICA ADULTO","GUIA METALICA ADULTO",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"546",,,"1","3","1","GUIA METALICA PEDIATRICA","GUIA METALICA PEDIATRICA",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"547","N05AD01","N05AD01","1","1","1","HALOPERIDOL 10MG TABLETA","HALOPERIDOL 10MG TABLETA","TAB","MG",,"10",,,,"0","0","0","0","0","12","0","0",,"A"
"548","H02AB09","H02AB09","1","1","1","HIDROCORTISONA 100MG POLVO PARA RECONSTITUIR","HIDROCORTISONA 100MG POLVO PARA RECONSTITUIR","POLVO PARA RECONSTIT","MG",,"100",,,,"2328","0","2607","0","0","12","47","0",,
"549","19995931-01","D07AA02","1","1","1","HIDROCORTISONA AL 1% CREMA","HIDROCORTISONA AL 1% CREMA","CREMA","%",,"1",,,,"1365","0","1529","0","0","12","3","0",,
"550","N05BB01","N05BB01","1","1","1","HIDROXICINA 25MG TABLETA","HIDROXICINA 25MG TABLETA","TAB","MG",,"25",,,,"39","0","44","0","0","12","0","0",,
"551","A02AF02","A02AF02","1","1","1","HIDROXIDO ALUMINIO+CIME SUSPENSION","HIDROXIDO ALUMINIO+CIME SUSPENSION","SUSP","MG",,,,,,"0","0","0","0","0","12","0","0",,"A"
"552","A03B301","A03B301","1","1","1","HIOSCINA NBUTILBROMURO 20MG/ML AMPOLLA","HIOSCINA NBUTILBROMURO 20MG/ML AMPOLLA","INY","MG",,"20",,,,"0","0","0","0","0","12","0","0",,"A"
"553",,,"3","3","1","HUMIDIFICADOR","HUMIDIFICADOR",,"UNIDAD",,,,,,"8500","0","9520","0","0","12","2","0",,
"554","N06AA02","N06AA02","1","1","1","IMIPRAMINA 10MG TABLETA","IMIPRAMINA 10MG TABLETA","TAB","MG",,"10",,,,"0","0","0","0","0","12","0","0",,
"555","N06AA02","N06AA02","1","1","1","IMIPRAMINA 25MG TABLETA","IMIPRAMINA 25MG TABLETA","TAB","MG",,"25",,,,"57","0","64","0","0","12","0","0",,
"556",,,"3","3","1","JERINGA 50 CC","JERINGA 50 CC",,"UNIDAD",,,,,,"1150","0","1288","0","0","12","55","0",,
"557",,,"3","3","1","KIT NEBULIZADOR PEDIATRICO","KIT NEBULIZADOR PEDIATRICO",,"UNIDAD",,,,,,"3438","0","3851","1","0","12","5","0",,
"558",,,"3","3","1","KIT VENTURI","KIT VENTURI",,"UNIDAD",,,,,,"6805","0","7622","0","0","12","1","0",,
"559",,,"3","3","1","LANCETAS","LANCETAS",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,
"560","N03AX14","N03AX14","1","1","1","LEVETIRACETAM 500MG TABLETA","LEVETIRACETAM 500MG TABLETA","TABLETA","MG",,"500MG",,,,"651","0","729","0","0","12","592","0",,
"561","N05AA02","N05AA02","1","1","1","LEVOMEPRAZINA 25MG TABLETA","LEVOMEPRAZINA 25MG TABLETA","TAB","MG",,"25",,,,"0","0","0","0","0","12","0","0",,"A"
"562",,,"2","2","1","LEVONORGESTREL+ ETINESTRADIOL 15030MCG GRAGEAS","LEVONORGESTREL+ ETINESTRADIOL 15030MCG GRAGEAS","GRAGEAS","MG",,"150",,,,"0","0","0","0","0","12","0","0",,"A"
"563",,,"3","3","1","LLAVE DE 3 VIDAS","LLAVE DE 3 VIDAS",,"UNIDAD",,,,,,"864","0","968","0","0","12","5","0",,
"564","A07DA03","A07DA03","1","1","1","LOPERAMIDA 2MG TABLETA","LOPERAMIDA 2MG TABLETA","TABLETA","MG",,"2",,,,"252","0","48","0","0","12","24","0",,
"565","R06AX13","R06AX13","1","1","1","LORATADINA 5MG/ML JARABE","LORATADINA 5MG/ML JARABE","HBE","MG",,"5",,,,"1975","0","2212","0","0","12","0","0",,
"566","19902391-02","N05BA06","1","1","1","LORAZEPAM 1MG TABLETA","LORAZEPAM 1MG TABLETA","TABLETA","MG",,"1",,,,"410","0","459","0","0","12","0","0",,
"567",,,"3","3","1","MANGUERA PARA EL ASPIRADOR","MANGUERA PARA EL ASPIRADOR",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"568",,,"3","3","1","MASCARA TRANSPARENTE","MASCARA TRANSPARENTE",,"UNIDAD",,,,,,"0","0","0","0","0","12","0","0",,"A"
"569","G03AC06","G03AC06","1","1","1","MEDROXIPROGEST/ESTRADIOL 255MG INYECTABLE","MEDROXIPROGEST/ESTRADIOL 255MG INYECTABLE","INY","MG",,"255",,,,"0","0","0","0","0","12","0","0",,"A"
"570","G03AC06","G03AC06","1","1","1","MEDROXIPROGESTERONA 50MG AMPOLLA","MEDROXIPROGESTERONA 50MG AMPOLLA","INY","MG",,"50",,,,"3000","0","3360","0","0","12","5","0",,
"571","G03AC06","G03AC06","1","1","1","MEDROXIPROGESTERONA 5MG TABLETA","MEDROXIPROGESTERONA 5MG TABLETA","TAB","MG",,"5",,,,"365","0","409","0","0","12","30","0",,
"572","A10BA02","A10BA02","1","1","1","METFORMINA 850MG TABLETA","METFORMINA 850MG TABLETA","TAB","MG",,"850",,,,"0","0","0","0","0","12","0","0",,"A"
"573","N06BA04","N06BA04","1","1","1","METILFENIDATO CLORHIDRATO 10MG COMPRIMIDO","METILFENIDATO CLORHIDRATO 10MG COMPRIMIDO","COMPRIMIDO","MG",,"10",,,,"850","0","850","0","0","0","60","0",,
"574","A03FA01","A03FA01","1","1","1","METOCLOPRAMIDA 10MG TABLETA","METOCLOPRAMIDA 10MG TABLETA","TABLETA","MG",,"10",,,,"30","0","34","0","0","12","234","0",,
